MaxHorizontalError_m,PeakTimeAfterAlignment_s,NorthError_m,EastError_m,DownError_m,Satellites,PosU_N_sigma_m,PosU_E_sigma_m,PosU_D_sigma_m
18.2735328918507,183.301400184981,-5.17105061173419,-17.5266151872069,-25.6997695567399,10,9.66931629180908,10.6269264221191,17.0840377807617
